__vsnprintf,"MOV R32,DWORD PTR SS:[EBP+CONST]\nPUSH R32\nPUSH CONST\nCALL CONST\nADD ESP,CONST\nMOV DWORD PTR SS:[EBP+CONST],R32\nMOV R32,DWORD PTR SS:[EBP+CONST]\nPOP R32",mY/2juRSvJ+S9NEB8BpJtfvKdJIWcp1ouz1JhQAAAAAAAAAAnIZROORSvJ+S9NEBdYMGr5yGUTichlE45FK8n5yGUTichlE4kvTRAeRSvJ91gwavFnKdaLs9SYUAAAAA+8p0kgAAAAAAAAAAnIZROORSvJ+S9NEBdYMGr5yGUTjwGkm15FK8n5yGUTjwGkm1kvTRAeRSvJ91gwav,[],03d04de2584ceb94a12d1105eb6a26c95c5fa811,VS2005,LIBCD.LIB
__heapmin,"PUSH EBP\nMOV EBP,ESP\nCALL CONST\nPUSH CONST\nMOV R32,DWORD PTR DS:[0]\nPUSH R32\nCALL DWORD PTR DS:[0]\nTEST R32,R32",xJKmaADh1msAAAAAAuh/9MSSpmiDEaxcJu7hZQDh1msAAAAAvOu/qSbu4WUC6H/0AOHWawAAAAAAAAAAgxGsXADh1msAAAAA,[],93c7bbe7c265f5db9d3182268147fbcd64ff015a,VS2005,LIBCD.LIB
___crtGetEnvironmentStringsA,"MOV R32,DWORD PTR SS:[EBP+CONST]\nSUB R32,DWORD PTR SS:[EBP+CONST]\nSAR R32,CONST\nADD R32,CONST\nMOV DWORD PTR SS:[EBP+CONST],R32\nPUSH CONST\nPUSH CONST\nPUSH CONST",dvz6pvh3+cFmeTE1ZnkxNU+LzAoAAAAAXqODJyEgQSUAAAAA86W31dFIlKV2/Pqm+Hf5wSEgQSUAAAAAle96EE+LzAoAAAAA+Hf5waQXY28AAAAAISBBJbCVBRFxv1DBO5WWKhFCrEX+WoskpBdjbzuVlioahBx2Ju7hZU+LzAoAAAAAOBSAsE+LzAoAAAAAT4vMCgAAAAAAAAAAGoQcdl6jgyc+yobZdvz6pnb8+qYZpmb/PsqG2V6jgycAAAAAGaZm/9FIlKUAAAAAXqODJ6QXY28AAAAAsJUFEZXvehBK/8jCkjaOX0+LzAoAAAAAdvz6pmZ5MTUZpmb/GaZm/9FIlKUAAAAABIgnTTgUgLCSNo5fZnkxNU+LzAoAAAAAZnkxNU+LzAoAAAAA0UiUpdFIlKWchlE40UiUpSbu4WWchlE4cb9QwV6jgycAAAAA/lqLJE+LzAoAAAAASv/IwgSIJ02V73oQnIZROPh3+cF2/PqmnIZROPh3+cF2/Pqmdvz6pvh3+cFmeTE1EUKsRU+LzAoAAAAA,[],2bf35d22bfbd01904726f70f716b85eadd14b5f1,VS2005,LIBCD.LIB
__stati64,"MOV R32,DWORD PTR SS:[EBP+CONST]\nMOVSX R32,BYTE PTR DS:[R32]\nPUSH R32\nCALL CONST\nADD ESP,CONST\nSUB R32,CONST\nMOV DWORD PTR SS:[EBP+CONST],R32\nJMP SHORT CONST",2psftsO+4B6A9NBHGctX2dqbH7YpwMtpJvgYKeikXWjy9AgzP6j9LC+iRdUAAAAAL6JF1QAAAAAAAAAA76Z+QPL0CDMm+BgpzlVWP9qbH7YpwMtp6KRdaC+iRdUAAAAAw77gHpBmuxcAAAAA8vQIMyzdq7ropF1ogPTQRy+iRdUAAAAAGGtoP9qbH7Z+RkN02psftoD00Efamx+26KRdaC+iRdUAAAAAiw0UTNqbH7Z+RkN0FHK6BBnLV9mkF2NvfkZDdIcEKS/amx+2KcDLaeikXWjtbek8pBdjb6Sak6vdLNxt2psfti3sUUaA9NBH2psftoD00Efamx+23SzcbaSak6vopF1oLN2ruj+o/SwAAAAA7W3pPOikXWjvpn5A6KRdaC+iRdUAAAAAgPTQRy+iRdUAAAAA2psftsO+4B6A9NBHfkZDdBhraD/amx+2pJqTq85VVj8AAAAA2psftoD00Efamx+2w77gHosNFEwAAAAAgPTQRy+iRdUAAAAAhwQpLy+iRdUAAAAAiFkaqxRyugTopF1oLexRRtqbH7Z+RkN0kGa7Fy+iRdUAAAAA,[],2e6d402d9cefc8bf0d4c1a9413f20f819d1941e1,VS2005,LIBCD.LIB
_atof,"PUSH CONST\nMOV R32,DWORD PTR SS:[EBP+CONST]\nXOR R32,R32\nMOV R8,BYTE PTR DS:[R32]\nPUSH R32\nCALL CONST\nADD ESP,CONST\nMOV DWORD PTR SS:[EBP+CONST],R32",nIZROAK/JybIUl/XJAPDnfc0exDa32ljchMCgPc0exDa32ljyFJf1yQDw50AAAAA9zR7EAK/JybIUl/X2t9pY5yGUTgAAAAAAr8nJgAAAAAAAAAA,[],b867b066ab0ef19931428e3c88f2abdc2e24c178,VS2005,LIBCD.LIB
__forcdecpt,"PUSH EBP\nMOV EBP,ESP\nSUB ESP,CONST\nMOV R32,DWORD PTR SS:[EBP+CONST]\nMOVSX R32,BYTE PTR DS:[R32]\nPUSH R32\nCALL CONST\nADD ESP,CONST",T4vMCgAAAAAAAAAAqoamK5yGUTgAAAAAnIZRONl1N+U1kdhcNZHYXJZQP3AAAAAA2XU35TaKmLGqhqYrllA/cJZQP3BPi8wKZsm5bzWR2FzZdTflNoqYsdl1N+U1kdhc,[],375811222b52ddcea3b0600a80c47e542ac867cd,VS2005,LIBCD.LIB
__cftoe,"PUSH CONST\nMOV R32,DWORD PTR SS:[EBP+CONST]\nADD R32,DWORD PTR SS:[EBP+CONST]\nMOVSX R32,BYTE PTR DS:[0]\nNEG R32\nSBB R32,R32\nINC R32\nADD R32,R32",niDkvdUc1LbYADX72AA1+9TZ7svS348MHrZ4mAAAAAAAAAAAAQbezpyGUThffqqI9+GuNtUc1LbYADX71Nnuy9TZ7su3d07cB6kT0QAAAAAAAAAAAtPm2G9Pe4VaY6SLb097hZyGUThffqqInIZROC8GMaubBboEt3dO3AepE9EetniY0t+PDNTZ7su3d07c1NnuywepE9EetniYLwYxq/fhrjaeIOS9mwW6BC8GMasAAAAAWmOkiwEG3s4AAAAAX36qiJyGUTgAAAAA1RzUtgAAAAAAAAAA,[],88200c37584e40344622a902d23dee54bcc64beb,VS2005,LIBCD.LIB
__positive,"PUSH EBP\nMOV EBP,ESP\nPUSH R32\nMOV R32,DWORD PTR SS:[EBP+CONST]\nFLD QWORD PTR DS:[R32]\nFCOMP QWORD PTR DS:[0]\nFSTSW R16\nTEST R8,CONST",1RzUtgAAAAAAAAAAlnPwX9Uc1LYAAAAAfC8Z3ZZz8F/0Ke4I9CnuCNUc1LYAAAAA,[],392eff8f097deef8073efe97fa3d3ab4cb9f96d1,VS2005,LIBCD.LIB
__cftog,"MOV R32,DWORD PTR SS:[EBP+CONST]\nMOVSX R32,BYTE PTR DS:[R32]\nMOV R32,DWORD PTR SS:[EBP+CONST]\nADD R32,CONST\nMOV DWORD PTR SS:[EBP+CONST],R32\nTEST R32,R32\nJCC CONST",mRKUgS5qDfVrhEljIkyqp8RvvmMAAAAAiDscvSJMqqdeo4Mna4RJY4LDJkEuag31T4vMCgAAAAAAAAAAXqODJ4g7HL0AAAAAgsMmQcRvvmOIOxy9LmoN9U+LzAoAAAAAxG++Y0+LzAoAAAAA,[],77be671621912df9caf87533b14d081145d1f40d,VS2005,LIBCD.LIB
__cftof,"PUSH EBP\nMOV EBP,ESP\nSUB ESP,CONST\nMOVSX R32,BYTE PTR DS:[0]\nTEST R32,R32\nJCC CONST",sIU412nNBgAAAAAAac0GANUc1LbfEn1OoX76nSnZq7AAdk1u7t12oNUc1LbfEn1O1RzUtgAAAAAAAAAAXqODJwEG3s4AAAAAAtPm2KF++p2y7DKCcVqUOnh/OCYAAAAAAHZNbu7ddqCwhTjXeH84JgAAAAAAAAAAoziEypgfv9AAAAAA5dfFaQAAAAAAAAAAmB+/0AAAAAAAAAAAsuwygl6jgycAAAAA3xJ9TtUc1LaCwyZBAQbezinZq7AAdk1uKdmrsO7ddqCwhTjX3Bx+juXXxWlxWpQ6gsMmQdwcfo6jOITK,[],83cb99a2ef14cc78b78ca0118302acbb0e147639,VS2005,LIBCD.LIB
